"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"6754","Q3B820","F161A_HUMAN","Protein FAM161A","Homo sapiens","9606","FAM161A","1","2"
"6755","Q3KNS1","PTHD3_HUMAN","Patched domain-containing protein 3","Homo sapiens","9606","PTCHD3","1","4"
"6756","Q3KNS6","ZN829_HUMAN","Zinc finger protein 829","Homo sapiens","9606","ZNF829","1","1"
"6757","Q3KNV8","PCGF3_HUMAN","Polycomb group RING finger protein 3","Homo sapiens","9606","PCGF3","1","1"
"6758","Q3KNW5","SOAT_HUMAN","Sodium-dependent organic anion transporter","Homo sapiens","9606","SLC10A6","1","2"
"6759","Q3KP22","MAJIN_HUMAN","Membrane-anchored junction protein","Homo sapiens","9606","MAJIN","1","2"
"6760","Q3KP44","ANR55_HUMAN","Ankyrin repeat domain-containing protein 55","Homo sapiens","9606","ANKRD55","1","3"
"6761","Q3KP66","INAVA_HUMAN","Innate immunity activator protein","Homo sapiens","9606","INAVA","1","2"
"6762","Q3KQV3","ZN792_HUMAN","Zinc finger protein 792","Homo sapiens","9606","ZNF792","1","2"
"6763","Q3KR16","PKHG6_HUMAN","Pleckstrin homology domain-containing family G member 6","Homo sapiens","9606","PLEKHG6","1","3"
"6764","Q3KR37","ASTRB_HUMAN","Protein Aster-B","Homo sapiens","9606","GRAMD1B","1","1"
"6765","Q3KRA9","ALKB6_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6","Homo sapiens","9606","ALKBH6","1","2"
"6766","Q3KRB8","RHGBB_HUMAN","Inactive Rho GTPase-activating protein 11B","Homo sapiens","9606","ARHGAP11B","1","1"
"6767","Q3L8U1","CHD9_HUMAN","Chromodomain-helicase-DNA-binding protein 9","Homo sapiens","9606","CHD9","1","2"
"6768","Q3LHN2","KR192_HUMAN","Keratin-associated protein 19-2","Homo sapiens","9606","KRTAP19-2","1","1"
"6769","Q3LI59","KR212_HUMAN","Keratin-associated protein 21-2","Homo sapiens","9606","KRTAP21-2","1","2"
"6770","Q3LI64","KRA61_HUMAN","Keratin-associated protein 6-1","Homo sapiens","9606","KRTAP6-1","1","1"
"6771","Q3LI66","KRA62_HUMAN","Keratin-associated protein 6-2","Homo sapiens","9606","KRTAP6-2","1","1"
"6772","Q3LI70","KR196_HUMAN","Keratin-associated protein 19-6","Homo sapiens","9606","KRTAP19-6","1","2"
"6773","Q3LI72","KR195_HUMAN","Keratin-associated protein 19-5","Homo sapiens","9606","KRTAP19-5","1","1"
"6774","Q3LI76","KR151_HUMAN","Keratin-associated protein 15-1","Homo sapiens","9606","KRTAP15-1","1","2"
"6775","Q3LIE5","ADPRM_HUMAN","Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase","Homo sapiens","9606","ADPRM","1","1"
"6776","Q3LXA3","TKFC_HUMAN","Triokinase/FMN cyclase","Homo sapiens","9606","TKFC","1","2"
"6777","Q3MHD2","LSM12_HUMAN","Protein LSM12","Homo sapiens","9606","LSM12","1","2"
"6778","Q3MII6","TBC25_HUMAN","TBC1 domain family member 25","Homo sapiens","9606","TBC1D25","1","2"
"6779","Q3MIR4","CC50B_HUMAN","Cell cycle control protein 50B","Homo sapiens","9606","TMEM30B","1","1"
"6780","Q3MIT2","PUS10_HUMAN","tRNA pseudouridine synthase Pus10","Homo sapiens","9606","PUS10","1","1"
"6781","Q3MJ16","PA24E_HUMAN","Cytosolic phospholipase A2 epsilon","Homo sapiens","9606","PLA2G4E","1","4"
"6782","Q3MJ62","ZSC23_HUMAN","Zinc finger and SCAN domain-containing protein 23","Homo sapiens","9606","ZSCAN23","1","1"
"6783","Q3MUY2","PIGY_HUMAN","Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y","Homo sapiens","9606","PIGY","1","1"
"6784","Q3SXM5","HSDL1_HUMAN","Inactive hydroxysteroid dehydrogenase-like protein 1","Homo sapiens","9606","HSDL1","1","3"
"6785","Q3SXP7","SHSL1_HUMAN","Protein shisa-like-1","Homo sapiens","9606","SHISAL1","1","2"
"6786","Q3SXR2","CC036_HUMAN","Uncharacterized protein C3orf36","Homo sapiens","9606","C3orf36","1","1"
"6787","Q3SXY7","LRIT3_HUMAN","Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3","Homo sapiens","9606","LRIT3","1","3"
"6788","Q3SXY8","AR13B_HUMAN","ADP-ribosylation factor-like protein 13B","Homo sapiens","9606","ARL13B","1","1"
"6789","Q3SXZ7","TTLL9_HUMAN","Probable tubulin polyglutamylase TTLL9","Homo sapiens","9606","TTLL9","2","3"
"6790","Q3SY00","T10IP_HUMAN","Testis-specific protein 10-interacting protein","Homo sapiens","9606","TSGA10IP","1","2"
"6791","Q3SY46","KR133_HUMAN","Keratin-associated protein 13-3","Homo sapiens","9606","KRTAP13-3","1","1"
"6792","Q3SY56","SP6_HUMAN","Transcription factor Sp6","Homo sapiens","9606","SP6","1","1"
"6793","Q3SY69","AL1L2_HUMAN","Mitochondrial 10-formyltetrahydrofolate dehydrogenase","Homo sapiens","9606","ALDH1L2","1","2"
"6794","Q3SY84","K2C71_HUMAN","Keratin, type II cytoskeletal 71","Homo sapiens","9606","KRT71","1","3"
"6795","Q3SYB3","FX4L6_HUMAN","Forkhead box protein D4-like 6","Homo sapiens","9606","FOXD4L6","1","2"
"6796","Q3SYC2","MOGT2_HUMAN","2-acylglycerol O-acyltransferase 2","Homo sapiens","9606","MOGAT2","1","2"
"6797","Q3SYF9","KR197_HUMAN","Keratin-associated protein 19-7","Homo sapiens","9606","KRTAP19-7","1","1"
"6798","Q3SYG4","PTHB1_HUMAN","Protein PTHB1","Homo sapiens","9606","BBS9","1","1"
"6799","Q3T906","GNPTA_HUMAN","N-acetylglucosamine-1-phosphotransferase subunits alpha/beta","Homo sapiens","9606","GNPTAB","1","1"
"6800","Q3V5L5","MGT5B_HUMAN","Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B","Homo sapiens","9606","MGAT5B","1","2"
"6801","Q3V6T2","GRDN_HUMAN","Girdin","Homo sapiens","9606","CCDC88A","1","2"
"6802","Q3YBM2","T176B_HUMAN","Transmembrane protein 176B","Homo sapiens","9606","TMEM176B","1","2"
"6803","Q3YBR2","TBRG1_HUMAN","Transforming growth factor beta regulator 1","Homo sapiens","9606","TBRG1","1","1"
"6804","Q3YEC7","RABL6_HUMAN","Rab-like protein 6","Homo sapiens","9606","RABL6","1","2"
"6805","Q3ZAQ7","VMA21_HUMAN","Vacuolar ATPase assembly integral membrane protein VMA21","Homo sapiens","9606","VMA21","1","1"
"6806","Q3ZCM7","TBB8_HUMAN","Tubulin beta-8 chain","Homo sapiens","9606","TUBB8","1","2"
"6807","Q3ZCQ8","TIM50_HUMAN","Mitochondrial import inner membrane translocase subunit TIM50","Homo sapiens","9606","TIMM50","1","2"
"6808","Q401N2","ZACN_HUMAN","Zinc-activated ligand-gated ion channel","Homo sapiens","9606","ZACN","1","2"
"6809","Q460N3","PAR15_HUMAN","Protein mono-ADP-ribosyltransferase PARP15","Homo sapiens","9606","PARP15","1","2"
"6810","Q460N5","PAR14_HUMAN","Protein mono-ADP-ribosyltransferase PARP14","Homo sapiens","9606","PARP14","1","3"
"6811","Q494R4","CC153_HUMAN","Coiled-coil domain-containing protein 153","Homo sapiens","9606","CCDC153","1","2"
"6812","Q494U1","PKHN1_HUMAN","Pleckstrin homology domain-containing family N member 1","Homo sapiens","9606","PLEKHN1","1","3"
"6813","Q494V2","CP100_HUMAN","Cilia- and flagella-associated protein 100","Homo sapiens","9606","CFAP100","1","1"
"6814","Q495A1","TIGIT_HUMAN","T-cell immunoreceptor with Ig and ITIM domains","Homo sapiens","9606","TIGIT","1","1"
"6815","Q495C1","RN212_HUMAN","Probable E3 SUMO-protein ligase RNF212","Homo sapiens","9606","RNF212","2","1"
"6816","Q495M3","S36A2_HUMAN","Proton-coupled amino acid transporter 2","Homo sapiens","9606","SLC36A2","1","1"
"6817","Q495M9","USH1G_HUMAN","pre-mRNA splicing regulator USH1G","Homo sapiens","9606","USH1G","1","1"
"6818","Q495T6","MMEL1_HUMAN","Membrane metallo-endopeptidase-like 1","Homo sapiens","9606","MMEL1","2","2"
"6819","Q495W5","FUT11_HUMAN","Alpha-(1,3)-fucosyltransferase 11","Homo sapiens","9606","FUT11","1","1"
"6820","Q496A3","SPAS1_HUMAN","Spermatogenesis-associated serine-rich protein 1","Homo sapiens","9606","SPATS1","1","2"
"6821","Q496F6","CLM2_HUMAN","CMRF35-like molecule 2","Homo sapiens","9606","CD300E","1","2"
"6822","Q496J9","SV2C_HUMAN","Synaptic vesicle glycoprotein 2C","Homo sapiens","9606","SV2C","1","1"
"6823","Q496M5","PLK5_HUMAN","Inactive serine/threonine-protein kinase PLK5","Homo sapiens","9606","PLK5","1","4"
"6824","Q49A17","GLTL6_HUMAN","Polypeptide N-acetylgalactosaminyltransferase-like 6","Homo sapiens","9606","GALNTL6","2","2"
"6825","Q49A26","GLYR1_HUMAN","Cytokine-like nuclear factor N-PAC","Homo sapiens","9606","GLYR1","1","4"
"6826","Q49A88","CCD14_HUMAN","Coiled-coil domain-containing protein 14","Homo sapiens","9606","CCDC14","1","3"
"6827","Q49AJ0","F135B_HUMAN","Protein FAM135B","Homo sapiens","9606","FAM135B","1","2"
"6828","Q49AM1","MTEF2_HUMAN","Transcription termination factor 2, mitochondrial","Homo sapiens","9606","MTERF2","1","2"
"6829","Q49AN0","CRY2_HUMAN","Cryptochrome-2","Homo sapiens","9606","CRY2","1","2"
"6830","Q49MG5","MAP9_HUMAN","Microtubule-associated protein 9","Homo sapiens","9606","MAP9","1","3"
"6831","Q49MI3","CERKL_HUMAN","Ceramide kinase-like protein","Homo sapiens","9606","CERKL","1","1"
"6832","Q4AC94","C2CD3_HUMAN","C2 domain-containing protein 3","Homo sapiens","9606","C2CD3","1","4"
"6833","Q4ADV7","RIC1_HUMAN","Guanine nucleotide exchange factor subunit RIC1","Homo sapiens","9606","RIC1","1","2"
"6834","Q4FZB7","KMT5B_HUMAN","Histone-lysine N-methyltransferase KMT5B","Homo sapiens","9606","KMT5B","1","5"
"6835","Q4G0J3","LARP7_HUMAN","La-related protein 7","Homo sapiens","9606","LARP7","1","1"
"6836","Q4G0N4","NAKD2_HUMAN","NAD kinase 2, mitochondrial","Homo sapiens","9606","NADK2","1","2"
"6837","Q4G0N8","SL9C1_HUMAN","Sodium/hydrogen exchanger 10","Homo sapiens","9606","SLC9C1","2","2"
"6838","Q4G0P3","HYDIN_HUMAN","Hydrocephalus-inducing protein homolog","Homo sapiens","9606","HYDIN","1","3"
"6839","Q4G0S4","C27C1_HUMAN","Cytochrome P450 27C1","Homo sapiens","9606","CYP27C1","1","3"
"6840","Q4G0U5","PCDP1_HUMAN","Cilia- and flagella-associated protein 221","Homo sapiens","9606","CFAP221","1","2"
"6841","Q4G0W2","DUS28_HUMAN","Dual specificity phosphatase 28","Homo sapiens","9606","DUSP28","1","1"
"6842","Q4G0X4","KCD21_HUMAN","BTB/POZ domain-containing protein KCTD21","Homo sapiens","9606","KCTD21","1","1"
"6843","Q4G0X9","CCD40_HUMAN","Coiled-coil domain-containing protein 40","Homo sapiens","9606","CCDC40","1","2"
"6844","Q4G163","FBX43_HUMAN","F-box only protein 43","Homo sapiens","9606","FBXO43","1","3"
"6845","Q4G176","ACSF3_HUMAN","Malonate--CoA ligase ACSF3, mitochondrial","Homo sapiens","9606","ACSF3","1","3"
"6846","Q4J6C6","PPCEL_HUMAN","Prolyl endopeptidase-like","Homo sapiens","9606","PREPL","1","1"
"6847","Q4JDL3","PTN20_HUMAN","Tyrosine-protein phosphatase non-receptor type 20","Homo sapiens","9606","PTPN20","1","1"
"6848","Q4KMG0","CDON_HUMAN","Cell adhesion molecule-related/down-regulated by oncogenes","Homo sapiens","9606","CDON","1","2"
"6849","Q4KMG9","TM52B_HUMAN","Transmembrane protein 52B","Homo sapiens","9606","TMEM52B","1","1"
"6850","Q4KMP7","TB10B_HUMAN","TBC1 domain family member 10B","Homo sapiens","9606","TBC1D10B","1","3"
"6851","Q4KMQ1","TPRN_HUMAN","Taperin","Homo sapiens","9606","TPRN","1","2"
"6852","Q4KMQ2","ANO6_HUMAN","Anoctamin-6","Homo sapiens","9606","ANO6","1","2"
"6853","Q4KWH8","PLCH1_HUMAN","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1","Homo sapiens","9606","PLCH1","1","1"
"6854","Q4L180","FIL1L_HUMAN","Filamin A-interacting protein 1-like","Homo sapiens","9606","FILIP1L","1","2"
"6855","Q4L235","ACSF4_HUMAN","Beta-alanine-activating enzyme","Homo sapiens","9606","AASDH","1","3"
"6856","Q4LDE5","SVEP1_HUMAN","Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1","Homo sapiens","9606","SVEP1","1","3"
"6857","Q4LDG9","DNAL1_HUMAN","Dynein axonemal light chain 1","Homo sapiens","9606","DNAL1","1","1"
"6858","Q4LDR2","CTXN3_HUMAN","Cortexin-3","Homo sapiens","9606","CTXN3","1","1"
"6859","Q4LE39","ARI4B_HUMAN","AT-rich interactive domain-containing protein 4B","Homo sapiens","9606","ARID4B","1","2"
"6860","Q4U2R8","S22A6_HUMAN","Solute carrier family 22 member 6","Homo sapiens","9606","SLC22A6","1","1"
"6861","Q4V328","GRAP1_HUMAN","GRIP1-associated protein 1","Homo sapiens","9606","GRIPAP1","1","2"
"6862","Q4V9L6","TM119_HUMAN","Transmembrane protein 119","Homo sapiens","9606","TMEM119","1","1"
"6863","Q4VC12","MSS51_HUMAN","Putative protein MSS51 homolog, mitochondrial","Homo sapiens","9606","MSS51","1","2"
"6864","Q4VC44","FWCH1_HUMAN","FLYWCH-type zinc finger-containing protein 1","Homo sapiens","9606","FLYWCH1","1","2"
"6865","Q4VCS5","AMOT_HUMAN","Angiomotin","Homo sapiens","9606","AMOT","1","1"
"6866","Q4VNC1","AT134_HUMAN","Probable cation-transporting ATPase 13A4","Homo sapiens","9606","ATP13A4","2","3"
"6867","Q4ZG55","GREB1_HUMAN","Protein GREB1","Homo sapiens","9606","GREB1","2","1"
"6868","Q4ZHG4","FNDC1_HUMAN","Fibronectin type III domain-containing protein 1","Homo sapiens","9606","FNDC1","2","4"
"6869","Q4ZJI4","SL9B1_HUMAN","Sodium/hydrogen exchanger 9B1","Homo sapiens","9606","SLC9B1","2","2"
"6870","Q502W6","VWA3B_HUMAN","von Willebrand factor A domain-containing protein 3B","Homo sapiens","9606","VWA3B","1","3"
"6871","Q504Q3","PAN2_HUMAN","PAN2-PAN3 deadenylation complex catalytic subunit PAN2","Homo sapiens","9606","PAN2","1","3"
"6872","Q504Y0","S39AC_HUMAN","Zinc transporter ZIP12","Homo sapiens","9606","SLC39A12","2","3"
"6873","Q504Y2","PKDCC_HUMAN","Extracellular tyrosine-protein kinase PKDCC","Homo sapiens","9606","PKDCC","1","2"
"6874","Q504Y3","ZCPW2_HUMAN","Zinc finger CW-type PWWP domain protein 2","Homo sapiens","9606","ZCWPW2","1","1"
"6875","Q52LG2","KR132_HUMAN","Keratin-associated protein 13-2","Homo sapiens","9606","KRTAP13-2","1","1"
"6876","Q52LJ0","FA98B_HUMAN","Protein FAM98B","Homo sapiens","9606","FAM98B","1","2"
"6877","Q52LW3","RHG29_HUMAN","Rho GTPase-activating protein 29","Homo sapiens","9606","ARHGAP29","1","2"
"6878","Q53EL6","PDCD4_HUMAN","Programmed cell death protein 4","Homo sapiens","9606","PDCD4","1","2"
"6879","Q53EL9","SEZ6_HUMAN","Seizure protein 6 homolog","Homo sapiens","9606","SEZ6","1","2"
"6880","Q53EP0","FND3B_HUMAN","Fibronectin type III domain-containing protein 3B","Homo sapiens","9606","FNDC3B","1","2"
"6881","Q53ET0","CRTC2_HUMAN","CREB-regulated transcription coactivator 2","Homo sapiens","9606","CRTC2","1","2"
"6882","Q53EU6","GPAT3_HUMAN","Glycerol-3-phosphate acyltransferase 3","Homo sapiens","9606","GPAT3","1","2"
"6883","Q53EZ4","CEP55_HUMAN","Centrosomal protein of 55 kDa","Homo sapiens","9606","CEP55","1","3"
"6884","Q53F19","NCBP3_HUMAN","Nuclear cap-binding protein subunit 3","Homo sapiens","9606","NCBP3","1","2"
"6885","Q53F39","MPPE1_HUMAN","Metallophosphoesterase 1","Homo sapiens","9606","MPPE1","1","2"
"6886","Q53FA7","QORX_HUMAN","Quinone oxidoreductase PIG3","Homo sapiens","9606","TP53I3","1","2"
"6887","Q53FD0","ZC21C_HUMAN","Zinc finger C2HC domain-containing protein 1C","Homo sapiens","9606","ZC2HC1C","1","3"
"6888","Q53FP2","NACHO_HUMAN","Novel acetylcholine receptor chaperone","Homo sapiens","9606","TMEM35A","1","2"
"6889","Q53FT3","HIKES_HUMAN","Protein Hikeshi","Homo sapiens","9606","HIKESHI","1","2"
"6890","Q53FV1","ORML2_HUMAN","ORM1-like protein 2","Homo sapiens","9606","ORMDL2","1","2"
"6891","Q53FZ2","ACSM3_HUMAN","Acyl-coenzyme A synthetase ACSM3, mitochondrial","Homo sapiens","9606","ACSM3","1","2"
"6892","Q53G59","KLH12_HUMAN","Kelch-like protein 12","Homo sapiens","9606","KLHL12","1","2"
"6893","Q53GA4","PHLA2_HUMAN","Pleckstrin homology-like domain family A member 2","Homo sapiens","9606","PHLDA2","1","2"
"6894","Q53GD3","CTL4_HUMAN","Choline transporter-like protein 4","Homo sapiens","9606","SLC44A4","1","2"
"6895","Q53GG5","PDLI3_HUMAN","PDZ and LIM domain protein 3","Homo sapiens","9606","PDLIM3","1","1"
"6896","Q53GL0","PKHO1_HUMAN","Pleckstrin homology domain-containing family O member 1","Homo sapiens","9606","PLEKHO1","1","2"
"6897","Q53GL7","PAR10_HUMAN","Protein mono-ADP-ribosyltransferase PARP10","Homo sapiens","9606","PARP10","1","2"
"6898","Q53GQ0","DHB12_HUMAN","Very-long-chain 3-oxoacyl-CoA reductase","Homo sapiens","9606","HSD17B12","1","2"
"6899","Q53GS7","GLE1_HUMAN","mRNA export factor GLE1","Homo sapiens","9606","GLE1","1","2"
"6900","Q53GS9","SNUT2_HUMAN","U4/U6.U5 tri-snRNP-associated protein 2","Homo sapiens","9606","USP39","1","2"
"6901","Q53GT1","KLH22_HUMAN","Kelch-like protein 22","Homo sapiens","9606","KLHL22","1","2"
"6902","Q53H12","AGK_HUMAN","Acylglycerol kinase, mitochondrial","Homo sapiens","9606","AGK","1","2"
"6903","Q53H47","SETMR_HUMAN","Histone-lysine N-methyltransferase SETMAR","Homo sapiens","9606","SETMAR","1","2"
"6904","Q53H54","TYW2_HUMAN","tRNA wybutosine-synthesizing protein 2 homolog","Homo sapiens","9606","TRMT12","1","1"
"6905","Q53H76","PLA1A_HUMAN","Phospholipase A1 member A","Homo sapiens","9606","PLA1A","1","2"
"6906","Q53H80","AKIR2_HUMAN","Akirin-2","Homo sapiens","9606","AKIRIN2","1","2"
"6907","Q53H82","LACB2_HUMAN","Endoribonuclease LACTB2","Homo sapiens","9606","LACTB2","1","2"
"6908","Q53H96","P5CR3_HUMAN","Pyrroline-5-carboxylate reductase 3","Homo sapiens","9606","PYCR3","1","3"
"6909","Q53HC0","CCD92_HUMAN","Coiled-coil domain-containing protein 92","Homo sapiens","9606","CCDC92","1","2"
"6910","Q53HC9","EIPR1_HUMAN","EARP and GARP complex-interacting protein 1","Homo sapiens","9606","EIPR1","1","2"
"6911","Q53HI1","UNC50_HUMAN","Protein unc-50 homolog","Homo sapiens","9606","UNC50","1","2"
"6912","Q53HL2","BOREA_HUMAN","Borealin","Homo sapiens","9606","CDCA8","1","2"
"6913","Q53HV7","SMUG1_HUMAN","Single-strand selective monofunctional uracil DNA glycosylase","Homo sapiens","9606","SMUG1","1","2"
"6914","Q53QV2","LBH_HUMAN","Protein LBH","Homo sapiens","9606","LBH","1","1"
"6915","Q53R12","T4S20_HUMAN","Transmembrane 4 L6 family member 20","Homo sapiens","9606","TM4SF20","1","1"
"6916","Q53R41","FAKD1_HUMAN","FAST kinase domain-containing protein 1, mitochondrial","Homo sapiens","9606","FASTKD1","1","1"
"6917","Q53RT3","APRV1_HUMAN","Retroviral-like aspartic protease 1","Homo sapiens","9606","ASPRV1","1","1"
"6918","Q53S33","BOLA3_HUMAN","BolA-like protein 3","Homo sapiens","9606","BOLA3","1","1"
"6919","Q53T94","TAF1B_HUMAN","TATA box-binding protein-associated factor RNA polymerase I subunit B","Homo sapiens","9606","TAF1B","1","1"
"6920","Q53TN4","CYBR1_HUMAN","Plasma membrane ascorbate-dependent reductase CYBRD1","Homo sapiens","9606","CYBRD1","1","1"
"6921","Q53TQ3","IN80D_HUMAN","INO80 complex subunit D","Homo sapiens","9606","INO80D","1","3"
"6922","Q53TS8","CTSRT_HUMAN","Cation channel sperm-associated targeting subunit tau","Homo sapiens","9606","C2CD6","1","2"
"6923","Q562E7","WDR81_HUMAN","WD repeat-containing protein 81","Homo sapiens","9606","WDR81","1","2"
"6924","Q562F6","SGO2_HUMAN","Shugoshin 2","Homo sapiens","9606","SGO2","1","2"
"6925","Q567U6","CCD93_HUMAN","Coiled-coil domain-containing protein 93","Homo sapiens","9606","CCDC93","1","2"
"6926","Q569K4","Z385B_HUMAN","Zinc finger protein 385B","Homo sapiens","9606","ZNF385B","1","1"
"6927","Q56NI9","ESCO2_HUMAN","N-acetyltransferase ESCO2","Homo sapiens","9606","ESCO2","1","1"
"6928","Q56P03","EAPP_HUMAN","E2F-associated phosphoprotein","Homo sapiens","9606","EAPP","1","4"
"6929","Q56P42","PYDC2_HUMAN","Pyrin domain-containing protein 2","Homo sapiens","9606","PYDC2","1","1"
"6930","Q56UN5","M3K19_HUMAN","Mitogen-activated protein kinase kinase kinase 19","Homo sapiens","9606","MAP3K19","2","1"
"6931","Q587J8","KHDC3_HUMAN","KH domain-containing protein 3","Homo sapiens","9606","KHDC3L","1","1"
"6932","Q58A45","PAN3_HUMAN","PAN2-PAN3 deadenylation complex subunit PAN3","Homo sapiens","9606","PAN3","1","3"
"6933","Q58DX5","NADL2_HUMAN","Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2","Homo sapiens","9606","NAALADL2","1","3"
"6934","Q58EX2","SDK2_HUMAN","Protein sidekick-2","Homo sapiens","9606","SDK2","1","3"
"6935","Q58EX7","PKHG4_HUMAN","Puratrophin-1","Homo sapiens","9606","PLEKHG4","1","1"
"6936","Q58F21","BRDT_HUMAN","Bromodomain testis-specific protein","Homo sapiens","9606","BRDT","1","4"
"6937","Q58HT5","AWAT1_HUMAN","Acyl-CoA wax alcohol acyltransferase 1","Homo sapiens","9606","AWAT1","1","1"
"6938","Q58WW2","DCAF6_HUMAN","DDB1- and CUL4-associated factor 6","Homo sapiens","9606","DCAF6","1","1"
"6939","Q59EK9","RUN3A_HUMAN","RUN domain-containing protein 3A","Homo sapiens","9606","RUNDC3A","1","2"
"6940","Q59H18","TNI3K_HUMAN","Serine/threonine-protein kinase TNNI3K","Homo sapiens","9606","TNNI3K","1","3"
"6941","Q5BJD5","TM41B_HUMAN","Transmembrane protein 41B","Homo sapiens","9606","TMEM41B","1","1"
"6942","Q5BJF2","SGMR2_HUMAN","Sigma intracellular receptor 2","Homo sapiens","9606","TMEM97","1","1"
"6943","Q5BJF6","ODFP2_HUMAN","Outer dense fiber protein 2","Homo sapiens","9606","ODF2","1","1"
"6944","Q5BJH2","TM128_HUMAN","Transmembrane protein 128","Homo sapiens","9606","TMEM128","1","2"
"6945","Q5BJH7","YIF1B_HUMAN","Protein YIF1B","Homo sapiens","9606","YIF1B","1","1"
"6946","Q5BKT4","AG10A_HUMAN","Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase","Homo sapiens","9606","ALG10","1","1"
"6947","Q5BKX5","ACTMP_HUMAN","Actin maturation protease","Homo sapiens","9606","ACTMAP","1","2"
"6948","Q5BKX8","CAVN4_HUMAN","Caveolae-associated protein 4","Homo sapiens","9606","CAVIN4","1","2"
